2023-04-16 13:26, failed,
2023-04-16 13:38, failed,
2023-04-16 13:49, failed,
2023-04-16 14:00, failed,
2023-04-16 14:18, failed,
2023-04-16 14:28, success, 0.108676
2023-04-16 14:40, success, 0.279487
2023-04-16 14:51, success, 0.049734
2023-04-16 15:14, success, 0.114931
2023-04-16 15:26, success, 0.140198
2023-04-16 15:37, success, 0.176636
2023-04-16 15:48, success, 0.134439
2023-04-16 16:00, success, 0.100008
2023-04-16 16:24, success, 0.066696
2023-04-16 16:38, success, 0.328192
2023-04-16 16:50, success, 0.051436
2023-04-16 17:12, success, 0.169925
2023-04-16 17:26, success, 0.077485
2023-04-16 17:37, success, 0.295668
2023-04-16 17:49, success, 0.209377
2023-04-16 18:01, success, 0.066121
2023-04-16 18:24, success, 0.308431
2023-04-16 18:36, success, 0.293103
2023-04-16 18:48, success, 0.069287
2023-04-16 18:59, success, 0.045743
